category,review,text_input,clean_text,rating,sentiment,label
fashion,"Barang sesuai warna dan pesenan , kemasan rapi dan aman . Puas banget","kategori fashion ulasan Barang sesuai warna dan pesenan , kemasan rapi dan aman . Puas banget",kategori fashion ulasan barang sesuai warna dan pesanan kemasan rapi dan aman puas banget,5,positif,2
kecantikan,minta yang ungu datang nya yang putih,kategori kecantikan ulasan minta yang ungu datang nya yang putih,kategori kecantikan ulasan minta yang ungu datang nya yang putih,2,negatif,0
fashion,Produk ok.sesuai deskripsi,kategori fashion ulasan Produk ok.sesuai deskripsi,kategori fashion ulasan produk oke sesuai deskripsi,5,positif,2
hiburan,Sesuai👍🏻,kategori hiburan ulasan Sesuai👍🏻,kategori hiburan ulasan sesuai bagus,5,positif,2
pertukangan,barang sesuai pesanan 🙂,kategori pertukangan ulasan barang sesuai pesanan 🙂,kategori pertukangan ulasan barang sesuai pesanan,5,positif,2
olahraga,Barang cepet sampainya ..bahan oke punya ...,kategori olahraga ulasan Barang cepet sampainya ..bahan oke punya ...,kategori olahraga ulasan barang cepat sampainya bahan oke punya,5,positif,2
hiburan,Sudah lama pengen beli buku ini..,kategori hiburan ulasan Sudah lama pengen beli buku ini..,kategori hiburan ulasan sudah lama ingin beli buku ini,5,positif,2
pertukangan,Sudah keterima........sesuai deskripsi.....trims,kategori pertukangan ulasan Sudah keterima........sesuai deskripsi.....trims,kategori pertukangan ulasan sudah keterima sesuai deskripsi terima kasih,5,positif,2
hiburan,terima kasih bintang yang bicara,kategori hiburan ulasan terima kasih bintang yang bicara,kategori hiburan ulasan terima kasih bintang yang bicara,5,positif,2
hiburan,"Mengikuti dr. Jiemi dari akun IG beliau membuat Saya tertarik untuk membeli buku ini. 

Pengiriman dilakukan dengan aman, disertai bubble wrap, sehingga buku sampai dalam keadaan sangat baik.","kategori hiburan ulasan Mengikuti dr. Jiemi dari akun IG beliau membuat Saya tertarik untuk membeli buku ini. 

Pengiriman dilakukan dengan aman, disertai bubble wrap, sehingga buku sampai dalam keadaan sangat baik.",kategori hiburan ulasan mengikuti dari jiemi dari akun ig beliau membuat saya tertarik untuk membeli buku ini pengiriman dilakukan dengan aman disertai bubble wrap sehingga buku sampai dalam keadaan sangat baik,5,positif,2
makanan_minuman,"Semua pesanan dari Sayur Segar serba-bagus, segar. Pengiriman Cepat, Kemasannya apik. Good and recommended Seller.","kategori makanan_minuman ulasan Semua pesanan dari Sayur Segar serba-bagus, segar. Pengiriman Cepat, Kemasannya apik. Good and recommended Seller.",kategori makanan minuman ulasan semua pesanan dari sayur segar serba bagus segar pengiriman cepat kemasannya apik bagus and rekomendasi seller,5,positif,2
pertukangan,Dikirim ga sesuai waktu yg dijanjikan dan juga ga dipacking 🙈 Mohon ke depannya lebih diperhatikan lagi kinerja kerjanya ya 🙏🏻 Untuk Liquid Disinfektannya sendiri blom dicoba.,kategori pertukangan ulasan Dikirim ga sesuai waktu yg dijanjikan dan juga ga dipacking 🙈 Mohon ke depannya lebih diperhatikan lagi kinerja kerjanya ya 🙏🏻 Untuk Liquid Disinfektannya sendiri blom dicoba.,kategori pertukangan ulasan dikirim tidak sesuai waktu yang dijanjikan dan juga tidak dipacking mohon ke depannya lebih diperhatikan lagi kinerja kerjanya iya terima kasih untuk liquid disinfektannya sendiri belum dicoba,4,positif,2
kecantikan,Good product,kategori kecantikan ulasan Good product,kategori kecantikan ulasan bagus product,5,positif,2
elektronik,barang working properly,kategori elektronik ulasan barang working properly,kategori elektronik ulasan barang working properly,5,positif,2
fashion,"Past respon, pengiriman cepat. Barang lumayan memuaskan","kategori fashion ulasan Past respon, pengiriman cepat. Barang lumayan memuaskan",kategori fashion ulasan past respon pengiriman cepat barang lumayan puas,3,netral,1
pertukangan,packing rapi.. isi berguna 😁... air sumur aroma kaporit,kategori pertukangan ulasan packing rapi.. isi berguna 😁... air sumur aroma kaporit,kategori pertukangan ulasan packing rapi isi berguna senang air sumur aroma kaporit,5,positif,2
hiburan,produk sesuai pakaging jg rapi,kategori hiburan ulasan produk sesuai pakaging jg rapi,kategori hiburan ulasan produk sesuai pakaging juga rapi,5,positif,2
pertukangan,oke mantabb terima kasihhhh.....,kategori pertukangan ulasan oke mantabb terima kasihhhh.....,kategori pertukangan ulasan oke mantabb terima kasihhhh,5,positif,2
pertukangan,"Packing rapih, pengiriman cepat, produk bagus! 👍🏻 Dapat bonus lem buat anak sekolahan.","kategori pertukangan ulasan Packing rapih, pengiriman cepat, produk bagus! 👍🏻 Dapat bonus lem buat anak sekolahan.",kategori pertukangan ulasan packing rapih pengiriman cepat produk bagus bagus dapat bonus lem buat anak sekolahan,5,positif,2
olahraga,MANTAAPP SURANTAPPP.....................................,kategori olahraga ulasan MANTAAPP SURANTAPPP.....................................,kategori olahraga ulasan mantaapp surantappp,5,positif,2
pertukangan,"Packing rapih dan aman, di kasih bonus juga. Tebaik 👍","kategori pertukangan ulasan Packing rapih dan aman, di kasih bonus juga. Tebaik 👍",kategori pertukangan ulasan packing rapih dan aman di kasih bonus juga tebaik bagus,5,positif,2
makanan_minuman,"enak buanget, babi emang gabisa salah🤤 packing juga oke, yaa paxelnya lama banget sih seharusnya sehari tpi gatau apa dri sellernya dipesen yg paxel 2 hari sampe, tpi gapapa still recommended","kategori makanan_minuman ulasan enak buanget, babi emang gabisa salah🤤 packing juga oke, yaa paxelnya lama banget sih seharusnya sehari tpi gatau apa dri sellernya dipesen yg paxel 2 hari sampe, tpi gapapa still recommended",kategori makanan minuman ulasan enak banget babi emang tidak bisa salah packing juga oke yaa paxelnya lama banget sih seharusnya sehari tapi gatau apa dari sellernya dipesen yang paxel hari sampai tapi gapapa masih rekomendasi,5,positif,2
makanan_minuman,"Respon lama dan kirim brg salah..sungguh mengecewakan.. psen jajangmyeon dtgnya topokki....
Penukaran smpe akhir wktu gak direspon.","kategori makanan_minuman ulasan Respon lama dan kirim brg salah..sungguh mengecewakan.. psen jajangmyeon dtgnya topokki....
Penukaran smpe akhir wktu gak direspon.",kategori makanan minuman ulasan respon lama dan kirim barang salah sungguh mengecewakan pesan jajangmyeon dtgnya topokki penukaran smpe akhir waktu tidak direspon,1,negatif,0
pertukangan,barang sesuai diskripsi,kategori pertukangan ulasan barang sesuai diskripsi,kategori pertukangan ulasan barang sesuai diskripsi,5,positif,2
hiburan,"Barang baru nyampe,krn happy mau di coba ehk ga ada suaranya saya fikir krn lowbet,jd saya cas dulu semoga besok bisa iya,maaf kalo saya beri bintang 3","kategori hiburan ulasan Barang baru nyampe,krn happy mau di coba ehk ga ada suaranya saya fikir krn lowbet,jd saya cas dulu semoga besok bisa iya,maaf kalo saya beri bintang 3",kategori hiburan ulasan barang baru sampai karena bahagia mau di coba ehk tidak ada suaranya saya fikir karena lowbet jadi saya cas dulu semoga besok bisa iya maaf kalau saya beri bintang,3,netral,1
fashion,"Jahitannya rapi, bahannya empuk, bahkan karetnya pun lentur dan enak dipakai. Semoga awet. Trims","kategori fashion ulasan Jahitannya rapi, bahannya empuk, bahkan karetnya pun lentur dan enak dipakai. Semoga awet. Trims",kategori fashion ulasan jahitannya rapi bahannya empuk bahkan karetnya pun lentur dan enak dipakai semoga awet terima kasih,5,positif,2
kecantikan,"pengiriman cepat,  kondisi barang aman dan oke","kategori kecantikan ulasan pengiriman cepat,  kondisi barang aman dan oke",kategori kecantikan ulasan pengiriman cepat kondisi barang aman dan oke,5,positif,2
elektronik,Fast Respon dan Barang sesuai gambar,kategori elektronik ulasan Fast Respon dan Barang sesuai gambar,kategori elektronik ulasan cepat respon dan barang sesuai gambar,5,positif,2
hiburan,Must read!,kategori hiburan ulasan Must read!,kategori hiburan ulasan must read,5,positif,2
pertukangan,"barang nya ok gan tapi pengirimannya lama bgt nyampenya,beda banget ma j&t 4 hr nyampe","kategori pertukangan ulasan barang nya ok gan tapi pengirimannya lama bgt nyampenya,beda banget ma j&t 4 hr nyampe",kategori pertukangan ulasan barang nya oke juragan tapi pengirimannya lama banget nyampenya beda banget ma j t hari sampai,4,positif,2
kecantikan,"pengiriman lama bnget, tolong jgn pke expedisi ini lagi.
Trims","kategori kecantikan ulasan pengiriman lama bnget, tolong jgn pke expedisi ini lagi.
Trims",kategori kecantikan ulasan pengiriman lama banget tolong jangan pke expedisi ini lagi terima kasih,3,netral,1
fashion,"Produk sesuai gambar &amp; keinginan, thank u","kategori fashion ulasan Produk sesuai gambar &amp; keinginan, thank u",kategori fashion ulasan produk sesuai gambar keinginan terima kasih kamu,5,positif,2
fashion,"Bagus, respon baik. 
(-) 42 nya kecil ya-_-","kategori fashion ulasan Bagus, respon baik. 
(-) 42 nya kecil ya-_-",kategori fashion ulasan bagus respon baik nya kecil iya,4,positif,2
pertukangan,"sesuai pesanan, makasih gan 🙏🏻","kategori pertukangan ulasan sesuai pesanan, makasih gan 🙏🏻",kategori pertukangan ulasan sesuai pesanan terima kasih juragan terima kasih,5,positif,2
hiburan,"seeeeeeps.... 

muantaaaaaaap","kategori hiburan ulasan seeeeeeps.... 

muantaaaaaaap",kategori hiburan ulasan seeeeeeps muantaaaaaaap,5,positif,2
hiburan,"bukunyaa bagus. pokoknya puas
awalnya Aku kira bukunya gede, pas datang ternyata bukunya kecil tapi cocok banget dibawa di saku. dan tentunya isinya yang paling penting. sukses buat tokonya","kategori hiburan ulasan bukunyaa bagus. pokoknya puas
awalnya Aku kira bukunya gede, pas datang ternyata bukunya kecil tapi cocok banget dibawa di saku. dan tentunya isinya yang paling penting. sukses buat tokonya",kategori hiburan ulasan bukunyaa bagus pokoknya puas awalnya aku kira bukunya gede pas datang ternyata bukunya kecil tapi cocok banget dibawa di saku dan tentunya isinya yang paling penting sukses buat tokonya,5,positif,2
pertukangan,"produk berkualitas , seller ramah dan cepat tanggap good one seller in tokped i think","kategori pertukangan ulasan produk berkualitas , seller ramah dan cepat tanggap good one seller in tokped i think",kategori pertukangan ulasan produk berkualitas seller ramah dan cepat tanggap bagus satu seller masuk tokped i think,5,positif,2
fashion,pengemasan rapi dan safety .. recomended bgt,kategori fashion ulasan pengemasan rapi dan safety .. recomended bgt,kategori fashion ulasan pengemasan rapi dan safety recomended banget,5,positif,2
fashion,"Barangnya oke, no problem.
Terimakasih","kategori fashion ulasan Barangnya oke, no problem.
Terimakasih",kategori fashion ulasan barangnya oke no masalah terima kasih,5,positif,2
elektronik,Barang diterima bagus&amp;berfungsi baik,kategori elektronik ulasan Barang diterima bagus&amp;berfungsi baik,kategori elektronik ulasan barang diterima bagus berfungsi baik,5,positif,2
pertukangan,Belanja kedua kaliny di toko ini.. Recmd Seller pkkny.. Build quality materialnya joss.. Harga juga murah..,kategori pertukangan ulasan Belanja kedua kaliny di toko ini.. Recmd Seller pkkny.. Build quality materialnya joss.. Harga juga murah..,kategori pertukangan ulasan belanja kedua kaliny di toko ini recmd seller pkkny build quality materialnya joss harga juga murah,5,positif,2
hiburan,"salah kirim produk, mintanya first book WW, dikirim first book colour","kategori hiburan ulasan salah kirim produk, mintanya first book WW, dikirim first book colour",kategori hiburan ulasan salah kirim produk mintanya pertama book ww dikirim pertama book colour,3,netral,1
hiburan,"Barangnya bagus, pengiriman oke.","kategori hiburan ulasan Barangnya bagus, pengiriman oke.",kategori hiburan ulasan barangnya bagus pengiriman oke,5,positif,2
makanan_minuman,Proses Persetujuan &amp; Pengiriman Cepat serta Unit pesanan sesuai diskripsi.,kategori makanan_minuman ulasan Proses Persetujuan &amp; Pengiriman Cepat serta Unit pesanan sesuai diskripsi.,kategori makanan minuman ulasan proses persetujuan pengiriman cepat serta unit pesanan sesuai diskripsi,5,positif,2
pertukangan,"Barang sdh diterima sesuai pesanan, terima kasih.. 🙏","kategori pertukangan ulasan Barang sdh diterima sesuai pesanan, terima kasih.. 🙏",kategori pertukangan ulasan barang sudah diterima sesuai pesanan terima kasih terima kasih,5,positif,2
olahraga,"produk bagus banget,barang juga cepat sampai","kategori olahraga ulasan produk bagus banget,barang juga cepat sampai",kategori olahraga ulasan produk bagus banget barang juga cepat sampai,5,positif,2
makanan_minuman,"Fresh ikan nya... pelayanan admin sangat ramah, ini repeat order dalam sehari. 👍👍 salam...","kategori makanan_minuman ulasan Fresh ikan nya... pelayanan admin sangat ramah, ini repeat order dalam sehari. 👍👍 salam...",kategori makanan minuman ulasan fresh ikan nya pelayanan admin sangat ramah ini repeat order dalam sehari bagus bagus salam,5,positif,2
hiburan,"pakai bubblewrap, kurir tepat waktu. thanks gan","kategori hiburan ulasan pakai bubblewrap, kurir tepat waktu. thanks gan",kategori hiburan ulasan pakai bubblewrap kurir tepat waktu terima kasih juragan,5,positif,2
makanan_minuman,Sempet ada keterlambatan di kurir. But it was ok. Barang diterima dalam keadaan baik. Dapet bonus jg. Sayangnya bonusnya varian yang sama.,kategori makanan_minuman ulasan Sempet ada keterlambatan di kurir. But it was ok. Barang diterima dalam keadaan baik. Dapet bonus jg. Sayangnya bonusnya varian yang sama.,kategori makanan minuman ulasan sempat ada keterlambatan di kurir mungkin it was oke barang diterima dalam keadaan baik dapat bonus juga sayangnya bonusnya varian yang sama,5,positif,2
elektronik,ok bgt brg lsg brfungsi dg baik pokoknya mantap.,kategori elektronik ulasan ok bgt brg lsg brfungsi dg baik pokoknya mantap.,kategori elektronik ulasan oke banget barang lsg brfungsi dg baik pokoknya bagus,5,positif,2
kecantikan,"beli pas harga promo malah dapet parfumnya ga tahan lama alkohol kebanyakan. ga sprti org bilang tahan lama, sekelas scarlett ngasih harga promo kualitas barangnya beda dg harga normal.","kategori kecantikan ulasan beli pas harga promo malah dapet parfumnya ga tahan lama alkohol kebanyakan. ga sprti org bilang tahan lama, sekelas scarlett ngasih harga promo kualitas barangnya beda dg harga normal.",kategori kecantikan ulasan beli pas harga promo bahkan dapat parfumnya tidak tahan lama alkohol kebanyakan tidak seperti orang bilang tahan lama sekelas scarlett memberikan harga promo kualitas barangnya beda dg harga normal,1,negatif,0
elektronik,Alat bekerja dengan baik. Terimakasih,kategori elektronik ulasan Alat bekerja dengan baik. Terimakasih,kategori elektronik ulasan alat bekerja dengan baik terima kasih,5,positif,2
olahraga,"Yoga matt bagus dan harganya masih affordable. Suka banget karena pas aku check out lagi diskon. Meski di awal masih bau karet ya. Tapi pengiriman agak lama nih, karena tokonya sabtu minggu libur katanya.","kategori olahraga ulasan Yoga matt bagus dan harganya masih affordable. Suka banget karena pas aku check out lagi diskon. Meski di awal masih bau karet ya. Tapi pengiriman agak lama nih, karena tokonya sabtu minggu libur katanya.",kategori olahraga ulasan yoga matt bagus dan harganya masih affordable suka banget karena pas aku check keluar lagi diskon meski di awal masih bau karet iya tapi pengiriman agak lama ini karena tokonya sabtu minggu libur katanya,5,positif,2
hiburan,"Pengiriman sangat cepat, produk sesuai. recomended!","kategori hiburan ulasan Pengiriman sangat cepat, produk sesuai. recomended!",kategori hiburan ulasan pengiriman sangat cepat produk sesuai recomended,5,positif,2
